number	organism	concat(propertyValue, year(Request.createDate), '/', filename)	codeApplication	codeSampleFileType
77X9	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LV_P10_AATACC.s_1_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X10	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LA_P10_g2.AGCTAA.s_1_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X10	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LA_P10_AGCTAA.s_1_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X11	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LV_P3_CTTGTA.s_1_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X11	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LV_P3_CTTGTA.s_1_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X12	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RA_P3_GATCAG.s_1_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X12	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RA_P3_GATCAG.s_1_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X13	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RV_P3_GGCTAC.s_1_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X13	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RV_P3_GGCTAC.s_1_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X14	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RA_P10_GTCGAA.s_1_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X14	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RA_P10_GTCGAA.s_1_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X15	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LA_P3_TAGCTT.s_1_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
77X15	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/LA_P3_TAGCTT.s_1_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X16	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RV_P10_TGCAAA.s_1_1_FFPF_sequence.txt.gz	MRNASEQ	fastqRead1
77X16	Mouse	/Data01/gnomex/ExperimentData/2012/77R/bioanalysis/RV_P10_TGCAAA.s_1_2_FFPF_sequence.txt.gz	MRNASEQ	fastqRead2
81X1	Human	/Data01/gnomex/ExperimentData/2012/81R/Fastq/s_1_2_sequence_00hour_RNA2.txt.bz2	MRNASEQ	fastqRead2
81X1	Human	/Data01/gnomex/ExperimentData/2012/81R/Fastq/s_1_1_sequence_00hour_RNA1.txt.bz2	MRNASEQ	fastqRead1
81X2	Human	/Data01/gnomex/ExperimentData/2012/81R/Fastq/s_1_1_sequence_01hour_RNA1.txt.bz2	MRNASEQ	fastqRead1
81X2	Human	/Data01/gnomex/ExperimentData/2012/81R/Fastq/s_1_2_sequence_01hour_RNA2.txt.bz2	MRNASEQ	fastqRead2
81X3	Human	/Data01/gnomex/ExperimentData/2012/81R/Fastq/s_1_2_sequence_04hour_RNA2.txt.bz2	MRNASEQ	fastqRead2
81X3	Human	/Data01/gnomex/ExperimentData/2012/81R/Fastq/s_1_1_sequence_04hour_RNA1.txt.bz2	MRNASEQ	fastqRead1
81X4	Human	/Data01/gnomex/ExperimentData/2012/81R/Fastq/s_1_1_sequence_12hour_RNA1.txt.bz2	MRNASEQ	fastqRead1
81X4	Human	/Data01/gnomex/ExperimentData/2012/81R/Fastq/s_1_2_sequence_12hour_RNA2.txt.bz2	MRNASEQ	fastqRead2
86X1	Mouse	/Data01/gnomex/ExperimentData/2012/86R/bioanalysis/120507-FC412-L5-CGATGT--Bruneau--BL6_Baf60c_het--Mm--R2.fq	MRNASEQ	fastqRead2
86X1	Mouse	/Data01/gnomex/ExperimentData/2012/86R/bioanalysis/120507-FC412-L5-CGATGT--Bruneau--BL6_Baf60c_het--Mm--R1.fq	MRNASEQ	fastqRead1
86X2	Mouse	/Data01/gnomex/ExperimentData/2012/86R/bioanalysis/120507-FC412-L5-TAGCTT--Bruneau--BL6_Baf60c_mut--Mm--R1.fq	MRNASEQ	fastqRead1
86X2	Mouse	/Data01/gnomex/ExperimentData/2012/86R/bioanalysis/120507-FC412-L5-TAGCTT--Bruneau--BL6_Baf60c_mut--Mm--R2.fq	MRNASEQ	fastqRead2
87X1	Zebrafish	/Data01/gnomex/ExperimentData/2012/87R/Fastq/9012X1_120223_SN1117_0072_AD0NNTACXX_7.txt.gz	MRNASEQ	fastqRead1
87X2	Zebrafish	/Data01/gnomex/ExperimentData/2012/87R/Fastq/9012X2_120223_SN1117_0072_AD0NNTACXX_7.txt.gz	MRNASEQ	fastqRead1
87X3	Zebrafish	/Data01/gnomex/ExperimentData/2012/87R/Fastq/9012X3_120223_SN1117_0072_AD0NNTACXX_7.txt.gz	MRNASEQ	fastqRead1
87X4	Zebrafish	/Data01/gnomex/ExperimentData/2012/87R/Fastq/9012X4_120223_SN1117_0072_AD0NNTACXX_7.txt.gz	MRNASEQ	fastqRead1
87X5	Zebrafish	/Data01/gnomex/ExperimentData/2012/87R/Fastq/9012X5_120223_SN1117_0072_AD0NNTACXX_7.txt.gz	MRNASEQ	fastqRead1
87X6	Zebrafish	/Data01/gnomex/ExperimentData/2012/87R/Fastq/9012X6_120223_SN1117_0072_AD0NNTACXX_7.txt.gz	MRNASEQ	fastqRead1
91X1	Mouse	/Data01/gnomex/ExperimentData/2012/91R/bioanalysis/120607-FC437-L1-ATCACG--Bruneau--BK15-Tbx5Nkx2.5-DKO-d10--Mm--R1.fq.gz	MRNASEQ	fastqRead1
91X1	Mouse	/Data01/gnomex/ExperimentData/2012/91R/bioanalysis/120607-FC437-L1-ATCACG--Bruneau--BK15-Tbx5Nkx2.5-DKO-d10--Mm--R2.fq.gz	MRNASEQ	fastqRead2
91X2	Mouse	/Data01/gnomex/ExperimentData/2012/91R/bioanalysis/120607-FC437-L1-CGATGT--Bruneau--BK29-Tbx5Nkx2.5-DKO-d6--Mm--R1.fq.gz	MRNASEQ	fastqRead1
91X2	Mouse	/Data01/gnomex/ExperimentData/2012/91R/bioanalysis/120607-FC437-L1-CGATGT--Bruneau--BK29-Tbx5Nkx2.5-DKO-d6--Mm--R2.fq.gz	MRNASEQ	fastqRead2
91X3	Mouse	/Data01/gnomex/ExperimentData/2012/91R/bioanalysis/120607-FC437-L1-TTAGGC--Bruneau--BK30-Tbx5Nkx2.5-DKO-d6--Mm--R2.fq.gz	MRNASEQ	fastqRead2
91X3	Mouse	/Data01/gnomex/ExperimentData/2012/91R/bioanalysis/120607-FC437-L1-TTAGGC--Bruneau--BK30-Tbx5Nkx2.5-DKO-d6--Mm--R1.fq.gz	MRNASEQ	fastqRead1
92X1	Mouse	/Data01/gnomex/ExperimentData/2012/92R/bioanalysis/Benoit-ATCACG_L002_1-2_WT.R1.fastq.gz	MRNASEQ	fastqRead1
92X1	Mouse	/Data01/gnomex/ExperimentData/2012/92R/bioanalysis/Benoit-ATCACG_L002_1-2_WT.R2.fastq.gz	MRNASEQ	fastqRead2
92X2	Mouse	/Data01/gnomex/ExperimentData/2012/92R/bioanalysis/Benoit-CGATGT_L002_1-3_WT.R2.fastq.gz	MRNASEQ	fastqRead2
92X2	Mouse	/Data01/gnomex/ExperimentData/2012/92R/bioanalysis/Benoit-CGATGT_L002_1-3_WT.R1.fastq.gz	MRNASEQ	fastqRead1
92X3	Mouse	/Data01/gnomex/ExperimentData/2012/92R/bioanalysis/Benoit-TGACCA_L002_1-9_KO.R1.fastq.gz	MRNASEQ	fastqRead1
92X3	Mouse	/Data01/gnomex/ExperimentData/2012/92R/bioanalysis/Benoit-TGACCA_L002_1-9_KO.R2.fastq.gz	MRNASEQ	fastqRead2
92X4	Mouse	/Data01/gnomex/ExperimentData/2012/92R/bioanalysis/Benoit-TTAGGC_L002_1-7_KO.R2.fastq.gz	MRNASEQ	fastqRead2
92X4	Mouse	/Data01/gnomex/ExperimentData/2012/92R/bioanalysis/Benoit-TTAGGC_L002_1-7_KO.R1.fastq.gz	MRNASEQ	fastqRead1
93X1	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L1-ACAGTG--Srivastava--10-12S--Hs--R1.fq	MRNASEQ	fastqRead1
93X1	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L1-ACAGTG--Srivastava--10-12S--Hs--R2.fq	MRNASEQ	fastqRead2
93X2	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L1-ATCACG--Srivastava--4-6S--Hs--R2.fq	MRNASEQ	fastqRead2
93X2	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L1-ATCACG--Srivastava--4-6S--Hs--R1.fq	MRNASEQ	fastqRead1
93X3	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L1-CGATGT--Srivastava--4-6F--Hs--R1.fq	MRNASEQ	fastqRead1
93X3	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L1-CGATGT--Srivastava--4-6F--Hs--R2.fq	MRNASEQ	fastqRead2
93X4	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L1-TGACCA--Srivastava--7-9F--Hs--R2.fq	MRNASEQ	fastqRead2
93X4	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L1-TGACCA--Srivastava--7-9F--Hs--R1.fq	MRNASEQ	fastqRead1
93X5	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L1-TTAGGC--Srivastava--7-9S--Hs--R1.fq	MRNASEQ	fastqRead1
93X5	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L1-TTAGGC--Srivastava--7-9S--Hs--R2.fq	MRNASEQ	fastqRead2
93X6	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L2-ACTTGA--Srivastava--13-15F--Hs--R1.fq	MRNASEQ	fastqRead1
93X6	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L2-ACTTGA--Srivastava--13-15F--Hs--R2.fq	MRNASEQ	fastqRead2
93X7	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L2-CAGATC--Srivastava--13-15S--Hs--R2.fq	MRNASEQ	fastqRead2
93X7	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L2-CAGATC--Srivastava--13-15S--Hs--R1.fq	MRNASEQ	fastqRead1
93X8	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L2-GATCAG--Srivastava--16-18S--Hs--R2.fq	MRNASEQ	fastqRead2
93X8	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L2-GATCAG--Srivastava--16-18S--Hs--R1.fq	MRNASEQ	fastqRead1
93X9	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L2-GCCAAT--Srivastava--10-12F--Hs--R1.fq	MRNASEQ	fastqRead1
93X9	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L2-GCCAAT--Srivastava--10-12F--Hs--R2.fq	MRNASEQ	fastqRead2
93X10	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L2-TAGCTT--Srivastava--16-18F--Hs--R2.fq	MRNASEQ	fastqRead2
93X10	Human	/Data01/gnomex/ExperimentData/2012/93R/upload_staging/120625-FC447-L2-TAGCTT--Srivastava--16-18F--Hs--R1.fq	MRNASEQ	fastqRead1
102X1	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/498_003_3_R1.fastq.gz	DNASEQ	fastqRead1
102X1	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/498_003_3_R2.fastq.gz	DNASEQ	fastqRead2
102X2	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/540_002_MNA_R1.fastq.gz	DNASEQ	fastqRead1
102X2	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/540_002_MNA_R2.fastq.gz	DNASEQ	fastqRead2
102X3	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/520_007_NB_R1.fastq.gz	DNASEQ	fastqRead1
102X3	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/520_007_NB_R2.fastq.gz	DNASEQ	fastqRead2
102X4	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1117-005-NA-R2.fastq.gz	DNASEQ	fastqRead2
102X4	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1117-005-NA-R1.fastq.gz	DNASEQ	fastqRead1
102X10	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1449_002_LA_R1.fastq.gz	DNASEQ	fastqRead1
102X10	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1449_002_LA_R2.fastq.gz	DNASEQ	fastqRead2
102X11	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1508_006_LA_R2.fastq.gz	DNASEQ	fastqRead2
102X11	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1508_006_LA_R1.fastq.gz	DNASEQ	fastqRead1
102X12	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1526_007_LA_R1.gz	DNASEQ	fastqRead1
102X12	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1526_007_LA_R2.gz	DNASEQ	fastqRead2
102X13	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1537_004_LC_R2.gz	DNASEQ	fastqRead2
102X13	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1537_004_LC_R1.gz	DNASEQ	fastqRead1
102X14	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1549_006_2_R1.fastq.gz	DNASEQ	fastqRead1
102X14	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1549_006_2_R2.fastq.gz	DNASEQ	fastqRead2
102X15	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1549_006_4_R2.fastq.gz	DNASEQ	fastqRead2
102X15	Mouse	/Data01/gnomex/ExperimentData/2012/102R/upload_staging/1549_006_4_R1.fastq.gz	DNASEQ	fastqRead1
103X1	Human	/Data01/gnomex/ExperimentData/2012/103R/ETS1/ETS1_00hour.fastq.bz2	DNASEQ	fastqRead1
103X2	Human	/Data01/gnomex/ExperimentData/2012/103R/ETS1/ETS1_01hour.fastq.bz2	DNASEQ	fastqRead1
103X3	Human	/Data01/gnomex/ExperimentData/2012/103R/ETS1/ETS1_04hour.fastq.bz2	DNASEQ	fastqRead1
103X4	Human	/Data01/gnomex/ExperimentData/2012/103R/ETS1/ETS1_12hour.fastq.bz2	DNASEQ	fastqRead1
103X5	Human	/Data01/gnomex/ExperimentData/2012/103R/ETS1/ETS1_input_0hour.fastq.bz2	DNASEQ	fastqRead1
103X6	Human	/Data01/gnomex/ExperimentData/2012/103R/DHS_fastq/DHS_00hour_rep1.fastq.bz2	DNASEQ	fastqRead1
103X7	Human	/Data01/gnomex/ExperimentData/2012/103R/DHS_fastq/DHS_00hour_rep2.fastq.bz2	DNASEQ	fastqRead1
103X8	Human	/Data01/gnomex/ExperimentData/2012/103R/DHS_fastq/DHS_01hour_rep1.fastq.bz2	DNASEQ	fastqRead1
103X9	Human	/Data01/gnomex/ExperimentData/2012/103R/DHS_fastq/DHS_01hour_rep2.fastq.bz2	DNASEQ	fastqRead1
103X10	Human	/Data01/gnomex/ExperimentData/2012/103R/DHS_fastq/DHS_04hour_rep1.fastq.bz2	DNASEQ	fastqRead1
103X11	Human	/Data01/gnomex/ExperimentData/2012/103R/DHS_fastq/DHS_04hour_rep2.fastq.bz2	DNASEQ	fastqRead1
103X12	Human	/Data01/gnomex/ExperimentData/2012/103R/DHS_fastq/DHS_12hour_rep1.fastq.bz2	DNASEQ	fastqRead1
103X13	Human	/Data01/gnomex/ExperimentData/2012/103R/DHS_fastq/DHS_12hour_rep2.fastq.bz2	DNASEQ	fastqRead1
103X14	Human	/Data01/gnomex/ExperimentData/2012/103R/H3K27ac_fastq/H3K27Ac_0hour_control.fastq.bz2	DNASEQ	fastqRead1
103X15	Human	/Data01/gnomex/ExperimentData/2012/103R/H3K27ac_fastq/H3K27Ac_1hour_control.fastq.bz2	DNASEQ	fastqRead1
103X16	Human	/Data01/gnomex/ExperimentData/2012/103R/H3K27ac_fastq/H3K27Ac_4hour_control.fastq.bz2	DNASEQ	fastqRead1
103X17	Human	/Data01/gnomex/ExperimentData/2012/103R/H3K27ac_fastq/H3K27Ac_12hour_control.fastq.bz2	DNASEQ	fastqRead1
103X18	Human	/Data01/gnomex/ExperimentData/2012/103R/p300_fastq/p300_0hour_Oct7.fastq	DNASEQ	fastqRead1
103X19	Human	/Data01/gnomex/ExperimentData/2012/103R/p300_fastq/p300_1hour_Oct7.fastq	DNASEQ	fastqRead1
103X20	Human	/Data01/gnomex/ExperimentData/2012/103R/p300_fastq/p300_4hour_Oct7.fastq	DNASEQ	fastqRead1
103X21	Human	/Data01/gnomex/ExperimentData/2012/103R/p300_fastq/p300_12hour_Oct7.fastq	DNASEQ	fastqRead1
103X22	Human	/Data01/gnomex/ExperimentData/2012/103R/p300_fastq/p300_input_0hour_Oct7.fastq	DNASEQ	fastqRead1
103X23	Human	/Data01/gnomex/ExperimentData/2012/103R/H3K27ac_fastq/histone_input_4hour_rep1.fastq.bz2	DNASEQ	fastqRead1
103X24	Human	/Data01/gnomex/ExperimentData/2012/103R/H3K27ac_fastq/H3K27ac_0hour_c646.fastq.bz2	DNASEQ	fastqRead1
103X25	Human	/Data01/gnomex/ExperimentData/2012/103R/H3K27ac_fastq/H3K27ac_1hour_c646.fastq.bz2	DNASEQ	fastqRead1
103X26	Human	/Data01/gnomex/ExperimentData/2012/103R/H3K27ac_fastq/H3K27ac_4hour_c646.fastq.bz2	DNASEQ	fastqRead1
103X27	Human	/Data01/gnomex/ExperimentData/2012/103R/H3K27ac_fastq/histone_input_4hour_rep2.fastq.bz2	DNASEQ	fastqRead1
107X1	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/Benoit-ATCACG_L002_1-2_WT.R2.fastq.bz2	MRNASEQ	fastqRead2
107X1	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/Benoit-ATCACG_L002_1-2_WT.R1.fastq.bz2	MRNASEQ	fastqRead1
107X2	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/Benoit-CGATGT_L002_1-3_WT.R2.fastq.bz2	MRNASEQ	fastqRead2
107X2	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/Benoit-CGATGT_L002_1-3_WT.R1.fastq.bz2	MRNASEQ	fastqRead1
107X3	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/Benoit-TGACCA_L002_1-9_KO.R1.fastq.bz2	MRNASEQ	fastqRead1
107X3	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/Benoit-TGACCA_L002_1-9_KO.R2.fastq.bz2	MRNASEQ	fastqRead2
107X4	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/Benoit-TTAGGC_L002_1-7_KO.R2.fastq.bz2	MRNASEQ	fastqRead2
107X4	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/Benoit-TTAGGC_L002_1-7_KO.R1.fastq.bz2	MRNASEQ	fastqRead1
107X5	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/pool3.GGCTAC.s_2_FFPF_sequence.txt	MRNASEQ	fastqRead1
107X6	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/pool3.CTTGTA.s_2_FFPF_sequence.txt	MRNASEQ	fastqRead1
107X7	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/pool3.GTCGAA.s_2_FFPF_sequence.txt	MRNASEQ	fastqRead1
107X8	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/pool3.AGCTAA.s_2_FFPF_sequence.txt	MRNASEQ	fastqRead1
107X9	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/120507-FC412-L5-CGATGT--Bruneau--BL6_Baf60c_het--Mm--R2.fq.bz2	MRNASEQ	fastqRead2
107X9	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/120507-FC412-L5-CGATGT--Bruneau--BL6_Baf60c_het--Mm--R1.fq.bz2	MRNASEQ	fastqRead1
107X10	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/120507-FC412-L5-TAGCTT--Bruneau--BL6_Baf60c_mut--Mm--R2.fq.bz2	MRNASEQ	fastqRead2
107X10	Mouse	/Data01/gnomex/ExperimentData/2012/107R/upload_staging/120507-FC412-L5-TAGCTT--Bruneau--BL6_Baf60c_mut--Mm--R1.fq.bz2	MRNASEQ	fastqRead1
111X1	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-ACAGTG--Tabin--LV_1--Gg--R1.fq	MRNASEQ	fastqRead1
111X1	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-ACAGTG--Tabin--LV_1--Gg--R2.fq	MRNASEQ	fastqRead2
111X2	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-ACTTGA--Tabin--LV_4--Gg--R2.fq	MRNASEQ	fastqRead2
111X2	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-ACTTGA--Tabin--LV_4--Gg--R1.fq	MRNASEQ	fastqRead1
111X3	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-ATCACG--Tabin--LA_1--Gg--R2.fq	MRNASEQ	fastqRead2
111X3	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-ATCACG--Tabin--LA_1--Gg--R1.fq	MRNASEQ	fastqRead1
111X4	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-CAGATC--Tabin--LV_3--Gg--R1.fq	MRNASEQ	fastqRead1
111X4	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-CAGATC--Tabin--LV_3--Gg--R2.fq	MRNASEQ	fastqRead2
111X5	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-CGATGT--Tabin--LA_2--Gg--R2.fq	MRNASEQ	fastqRead2
111X5	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-CGATGT--Tabin--LA_2--Gg--R1.fq	MRNASEQ	fastqRead1
111X6	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-GCCAAT--Tabin--LV_2--Gg--R1.fq	MRNASEQ	fastqRead1
111X6	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-GCCAAT--Tabin--LV_2--Gg--R2.fq	MRNASEQ	fastqRead2
111X7	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-TGACCA--Tabin--LA_4--Gg--R1.fq	MRNASEQ	fastqRead1
111X7	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-TGACCA--Tabin--LA_4--Gg--R2.fq	MRNASEQ	fastqRead2
111X8	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-TTAGGC--Tabin--LA_3--Gg--R2.fq	MRNASEQ	fastqRead2
111X8	Gallus gallus - Chicken	/Data01/gnomex/ExperimentData/2012/111R/upload_staging/120831-FC494-L7-TTAGGC--Tabin--LA_3--Gg--R1.fq	MRNASEQ	fastqRead1
112X1	Mouse	/Data01/gnomex/ExperimentData/2012/112R/fastq/YAP1ChIP_003_s_1_sequence.txt.bz2	CHIPSEQ	fastqRead1
112X2	Mouse	/Data01/gnomex/ExperimentData/2012/112R/fastq/INPUT_s_1_sequence.txt.gz	CHIPSEQ	fastqRead1
115X1	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1000_007_1_pe_2.fq.gz	TDNASEQ	fastqRead2
115X1	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1000_007_1_pe_1.fq.gz	TDNASEQ	fastqRead1
115X2	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1116_006_NA_pe_1.fq.gz	TDNASEQ	fastqRead1
115X2	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1116_006_NA_pe_2.fq.gz	TDNASEQ	fastqRead2
115X3	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1117_006_ND_pe_1.fq.gz	TDNASEQ	fastqRead1
115X3	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1117_006_ND_pe_2.fq.gz	TDNASEQ	fastqRead2
115X4	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1128_006_1_pe_1.fq.gz	TDNASEQ	fastqRead1
115X4	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1128_006_1_pe_2.fq.gz	TDNASEQ	fastqRead2
115X5	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1146_007_1_pe_1.fq.gz	TDNASEQ	fastqRead1
115X5	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1146_007_1_pe_2.fq.gz	TDNASEQ	fastqRead2
115X6	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1163_006_NA_pe_1.fq.gz	TDNASEQ	fastqRead1
115X6	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1163_006_NA_pe_2.fq.gz	TDNASEQ	fastqRead2
115X7	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1200_003_NA_pe_1.fq.gz	TDNASEQ	fastqRead1
115X7	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1200_003_NA_pe_2.fq.gz	TDNASEQ	fastqRead2
115X8	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1273_002_2_pe_1.fq.gz	TDNASEQ	fastqRead1
115X8	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1273_002_2_pe_2.fq.gz	TDNASEQ	fastqRead2
115X9	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1289_003_LA_pe_1.fq.gz	TDNASEQ	fastqRead1
115X9	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1289_003_LA_pe_2.fq.gz	TDNASEQ	fastqRead2
115X10	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1298_005_LC_pe_1.fq.gz	TDNASEQ	fastqRead1
115X10	Mouse	/Data01/gnomex/ExperimentData/2013/115R/Raw_Reads/1298_005_LC_pe_2.fq.gz	TDNASEQ	fastqRead2
